Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Clearance_Status
41198812,1/20/2020,21:58:52,Import,CN,PORT_20,PL,71080,MKU34Y6,RZM2Z77,53040000,200000,196040,LINE_MODE_10,33.6,Clear
39858910,1/20/2020,20:35:10,Import,CN,PORT_40,HN,620630,FB99HY5,4MEGGRW,144755,655,642.686,LINE_MODE_40,28.3,Clear
38117953,1/20/2020,14:47:13,Import,CN,PORT_30,JP,392690,VKOKSA3,JIF6DYQ,19.2,32,33.815,LINE_MODE_10,114.7,Low Risk
87627304,1/20/2020,21:59:04,Import,SE,PORT_20,NG,851830,LHMZ0BH,8IQQIC3,39341.52,363.6,376.035,LINE_MODE_10,69.3,Clear
18553485,1/20/2020,16:44:45,Import,CN,PORT_20,HN,420292,F26GCXC,2FZMZJH,5735.8,96.4,93.383,LINE_W5AYVM,20,Clear
28759463,1/20/2020,19:52:23,Import,CN,PORT_40,RS,540246,ROMS712,7HB4P94,19745280,46080,47448.576,LINE_MODE_10,66.3,Clear
51085531,1/20/2020,3:41:31,Import,JP,PORT_30,BA,392610,GZ27I9I,0MUHENO,34260,200,199.14,LINE_MODE_10,43.9,Clear
81676006,1/20/2020,6:02:46,Import,CN,PORT_40,PG,442090,5P44PNC,37FNJH5,24.48,14.4,15.182,LINE_MODE_40,107.2,Low Risk
63500345,1/20/2020,23:19:05,Import,JP,PORT_30,IL,840721,NXZGW6G,AM05MDE,316642,278,295.547,LINE_MODE_10,118.8,Low Risk
32904985,1/20/2020,9:56:25,Import,JP,PORT_20,IL,390799,F0G9F61,7FEZ4VE,200320,6400,6519.68,LINE_MODE_10,59,Clear
44024332,1/20/2020,6:50:52,Import,KR,PORT_20,GG,392310,09TGIXN,Q9ZG6R5,1824,570,581.514,LINE_MODE_10,60,Clear
26836087,1/20/2020,17:20:07,Import,CN,PORT_30,DJ,320419,APJM46I,23RIU88,71437.5,125,127.212,LINE_MODE_10,58.4,Clear
37031006,1/20/2020,23:19:26,Import,CN,PORT_40,NO,581092,ZRVFAKS,P3Z8JCO,5230,10,10.543,LINE_VZIZJJ,107.2,Low Risk
56176756,1/20/2020,20:55:16,Import,CN,PORT_40,NO,392690,UJ81QQO,OZB7KED,934.8,1558,1570.776,LINE_MODE_40,46.1,Clear
30682358,1/20/2020,23:00:38,Import,JP,PORT_30,IL,420500,EA3V6JE,PFKZXJL,89,10,9.116,LINE_MODE_40,9.3,Low Risk
84969227,1/20/2020,20:05:47,Import,US,PORT_30,SI,340490,4BJSP68,AJ2PV6I,596760,1200,1257.24,LINE_MODE_10,12.2,Clear
91682577,1/20/2020,1:34:57,Import,CN,PORT_40,EC,200899,RZ3C3N6,ZUNH69S,1005432.4,23996,24540.709,LINE_EIZP3I,55.7,Clear
15914425,1/20/2020,18:20:25,Import,CN,PORT_40,PL,640299,ODBAPJA,PF1L1IG,21999.2,214,244.011,LINE_MWIDNS,40.4,Low Risk
33857627,1/20/2020,14:25:47,Import,DE,PORT_40,GG,903149,52V8T8F,F1UINZ0,35759.88,8.1,8.486,LINE_W6UCD9,6.2,Clear
69756667,1/20/2020,7:43:07,Import,KR,PORT_40,UZ,900211,WJERN9A,T92NP86,12973.2,11.4,11.716,LINE_EIZP3I,59,Clear
69103239,1/20/2020,22:44:39,Import,CN,PORT_30,UZ,852990,7KGLWW5,QFKJP1C,54,30,32.038,LINE_MODE_10,121.8,Low Risk
36849472,1/20/2020,1:49:52,Import,CN,PORT_20,MN,950662,ZY9MRH8,UAP0BTB,112860,5700,5416.14,LINE_MODE_10,13.8,Clear
21845966,1/20/2020,13:15:26,Import,CN,PORT_40,RS,680100,CU1WXCY,530LFCI,1187200,224000,213516.8,LINE_MWIDNS,9.8,Clear
72889332,1/20/2020,14:14:12,Import,ID,PORT_53,LR,440922,ERCKI6L,SOAMOJP,4477592.1,17691,18048.358,LINE_VZIZJJ,54,Clear
42739578,1/20/2020,2:54:18,Import,SI,PORT_20,GG,871491,FUSIRJS,DWNJQL8,55966.4,56,58.643,LINE_MODE_40,5.8,Clear
72578097,1/20/2020,22:46:57,Import,JP,PORT_30,RS,760200,Q8MAKJD,Y24HW2Z,202174,20630,19860.501,LINE_MODE_10,22.1,Clear
32879018,1/20/2020,5:11:38,Import,DE,PORT_40,CA,940599,96HTU9Z,4FP9GVL,342,10,10.272,LINE_MODE_40,58.6,Clear
20234889,1/20/2020,22:12:09,Import,VN,PORT_40,PY,621133,ELZ37AF,8XEHFK4,1323052.5,6873,6644.129,LINE_MODE_10,24.7,Clear
22175103,1/20/2020,1:33:03,Import,US,PORT_40,UZ,490700,NAP6QRC,A7POIBB,1199.92,0.4,0.404,LINE_MODE_40,47.1,Clear
38378313,1/20/2020,12:26:33,Import,CN,PORT_40,PL,852852,7VS9RHI,T1D13XX,1394640,3600,3436.92,LINE_MODE_40,10.8,Clear
17721401,1/20/2020,4:32:41,Import,CN,PORT_40,BA,200551,H3KPREH,A7POIBB,2942160,5520,5579.064,LINE_MODE_40,47.8,Clear
65336029,1/20/2020,4:57:49,Import,JP,PORT_20,SI,350610,TULOVRB,XJYB7QM,3272.4,36,35.881,LINE_MODE_10,44.5,Clear
73881447,1/20/2020,10:49:27,Import,KR,PORT_30,NO,848640,RR6OJ19,YTM5KD0,26960,50,53.076,LINE_MODE_40,111.7,Low Risk
52124100,1/20/2020,10:55:00,Import,CN,PORT_40,MT,630790,IJWLMYP,4JC6ZM9,23,10,10.362,LINE_MODE_40,64.6,Clear
65167037,1/20/2020,13:29:17,Import,JP,PORT_20,GU,440799,N2BQVXA,RF5DC9B,80301,2130,2114.451,LINE_MODE_10,41.9,Clear
71667102,1/20/2020,8:43:42,Import,CN,PORT_40,AM,392490,SKDR671,AFVVDCL,2.2,2,1.97,LINE_MWIDNS,30.9,Clear
72734701,1/20/2020,7:21:01,Import,TH,PORT_40,GG,210390,M8SCJCR,Z5NFVHS,13608,504,484.193,LINE_MODE_10,20.8,Clear
37258469,1/20/2020,8:18:29,Import,CN,PORT_40,JP,90421,E35YDWG,KX3BHK5,22686400,22000,21487.4,LINE_W6UCD9,25.3,Clear
88211631,1/20/2020,13:49:51,Import,CN,PORT_20,NG,940490,TR2GNIX,UFNMRV4,272.58,11.8,12.339,LINE_MODE_10,10.9,Clear
45337113,1/20/2020,1:26:33,Import,CN,PORT_16,MN,920992,EA9XUXW,HS7K496,22264.2,217,207.17,LINE_MODE_10,16.8,Clear
44003089,1/20/2020,3:08:49,Import,KR,PORT_40,LV,842099,3UN5YIT,ZN0A109,28397.6,308,278.712,LINE_MODE_40,14.8,Low Risk
74405408,1/20/2020,22:18:08,Import,CN,PORT_40,CA,650691,M4TDU0A,YH4AHQ4,48870,150,134.109,LINE_W6UCD9,27.9,Low Risk
38363107,1/20/2020,15:17:07,Import,KR,PORT_30,NG,540832,6FW0Q3L,ZZPI7TO,335000.4,159.6,160.829,LINE_MODE_10,51.8,Clear
55051930,1/20/2020,12:52:10,Import,CN,PORT_30,SV,420299,3V3DFNJ,TPAIBT4,73.72,7.6,7.381,LINE_MODE_10,27.7,Clear
48379849,1/20/2020,10:54:49,Import,CN,PORT_16,FJ,570299,798SXTF,PJ8NV7A,39998,140,138.138,LINE_W6UCD9,37.9,Clear
36718015,1/20/2020,7:06:55,Import,DE,PORT_30,CA,621139,A7NM18M,P575YW3,5852,10,9.14,LINE_MODE_10,13.3,Low Risk
30341995,1/20/2020,7:59:55,Import,CN,PORT_40,AM,701790,GI6S9WT,JK9ML4S,624,1.5,1.446,LINE_MWIDNS,16.7,Clear
88662695,1/20/2020,14:51:35,Import,VN,PORT_40,CR,853669,SNAEUD8,9C4XVXJ,204923.81,391.3,396.661,LINE_MWIDNS,49.7,Clear
93045952,1/20/2020,19:57:52,Import,CN,PORT_40,TH,843149,22J64CH,S1N2WHR,1193456.79,9159.3,9252.725,LINE_MWIDNS,47.4,Clear
75609744,1/20/2020,9:06:24,Import,CN,PORT_20,CR,420222,XOQ0N90,39GUE4A,16.32,1.7,1.724,LINE_MODE_10,56.1,Clear
63212898,1/20/2020,9:56:18,Import,CN,PORT_16,HN,70690,41YS4CM,D6NEX3J,2098500,15000,14808,LINE_MODE_10,38.2,Clear
23655358,1/20/2020,20:23:58,Import,JP,PORT_30,BA,401170,0HYRA9B,0DMMCY4,4640.4,3.6,3.446,LINE_MODE_10,18.4,Clear
26361745,1/20/2020,0:22:25,Import,FR,PORT_40,LB,210690,HZ118CR,OZB7KED,88550,700,744.184,LINE_MODE_40,112.8,Low Risk
60720734,1/20/2020,8:36:14,Import,CN,PORT_140,OM,848210,EQ9WSB5,IGQDS9A,3807,30,27.095,LINE_MODE_10,22.3,Low Risk
20992194,1/20/2020,19:33:54,Import,CN,PORT_20,MG,560311,1BU8OBB,5JG4PIG,579600,3000,3117.6,LINE_MODE_10,72.6,Clear
84871308,1/20/2020,8:09:48,Import,CN,PORT_30,TH,611030,0MPDQ19,IEI6N0Q,3953.28,42.6,43.972,LINE_MODE_10,67.9,Clear
52326031,1/20/2020,8:16:31,Import,US,PORT_40,SV,850720,TM601LP,U86UIPH,8318108.4,16413,17163.074,LINE_MODE_10,10.9,Clear
30715569,1/20/2020,5:30:09,Import,IT,PORT_40,MG,870899,IJKOG7K,6BM86QF,476,68,70.987,LINE_MODE_40,100.5,Low Risk
98514546,1/20/2020,12:45:06,Import,CN,PORT_40,EC,851310,W15QVGV,QMQPXLB,444.16,34.7,33.423,LINE_MODE_40,16.4,Clear
43890753,1/20/2020,15:40:33,Import,CN,PORT_40,NO,850490,RSZ1WEI,X3S3PP4,0,0,0.001,LINE_MODE_10,69.6,Clear
67330674,1/20/2020,3:21:54,Import,CN,PORT_40,SD,903090,5KW688C,NHYMUJM,393503.88,569.8,569.344,LINE_MODE_10,46.2,Clear
54862524,1/20/2020,1:59:24,Import,CN,PORT_20,LV,290729,4786GV5,RMO6DL3,16753500,9000,9217.8,LINE_MODE_10,62.7,Clear
94807330,1/20/2020,8:02:10,Import,CN,PORT_20,SD,620640,RX0108C,UT6CY00,3285.2,172,167.046,LINE_MODE_10,27.7,Clear
27127798,1/20/2020,16:57:58,Import,CN,PORT_40,JP,620432,VLTZBS9,O9QXSRZ,13120,25,25.93,LINE_MODE_10,71.2,Clear
93252099,1/20/2020,14:45:39,Import,CN,PORT_30,MN,820320,XMSIMF6,TR78HTA,6521.2,17,17.199,LINE_MODE_10,54.4,Clear
43759675,1/20/2020,23:07:55,Import,KR,PORT_40,ES,820239,8O9CWQV,RY6FKQ9,1755,18,21.964,LINE_MODE_10,103.5,Low Risk
35147388,1/20/2020,19:57:48,Import,CN,PORT_20,IR,910211,RP4LPS5,RXJ40SG,4006.4,64,63.501,LINE_MODE_40,35.5,Clear
18567550,1/20/2020,18:19:10,Import,US,PORT_13,GU,721049,H1GHBOH,AYNT1A0,418880,1700,1634.04,LINE_MODE_40,15.1,Clear
36191894,1/20/2020,19:02:14,Import,IT,PORT_30,EC,420221,VS1F8PW,TDT9OOR,616,20,19.784,LINE_MODE_10,39.6,Clear
17516535,1/20/2020,6:42:15,Import,CN,PORT_20,NG,640199,W6982DB,FMH83UH,3109569,7457,7410.021,LINE_MODE_10,42.5,Clear
55682056,1/20/2020,23:30:16,Import,CN,PORT_30,SI,200811,0J1NW26,K7KEXR2,1780800,8000,7665.6,LINE_MODE_10,19.1,Clear
24677773,1/20/2020,5:24:13,Import,CN,PORT_20,AT,420231,KWXYQAL,T0Q5UDF,140299.8,186,190.594,LINE_MWIDNS,63,Clear
36372120,1/20/2020,15:22:00,Import,CN,PORT_50,TT,620640,HFPCP3D,JVN6YVC,955,50,51.31,LINE_MWIDNS,58,Clear
66197605,1/20/2020,5:53:25,Import,US,PORT_30,NO,392690,6X5D3QS,ZIQU1JD,0.3,0.5,0.504,LINE_MODE_10,52.4,Clear
17021719,1/20/2020,14:19:19,Import,CN,PORT_30,KR,850790,JR00P65,7PN0VA5,16.2,3,3.005,LINE_MODE_10,47.8,Clear
68694289,1/20/2020,13:48:49,Import,CN,PORT_20,BA,902519,TJUR9FT,1DF6QZB,10.62,0.1,0.097,LINE_MODE_10,24.7,Clear
76787778,1/20/2020,12:44:18,Import,AR,PORT_20,NG,160250,8UQ4E87,7PN0VA5,4461296,2135,2235.772,LINE_MODE_10,11.8,Clear
69391028,1/20/2020,1:25:08,Import,CN,PORT_40,LB,950300,D31L7GF,PF1L1IG,47.4,6,5.833,LINE_VZIZJJ,22.3,Clear
95854092,1/20/2020,9:20:12,Import,JP,PORT_30,KR,330499,O4DGSYI,UQPSXWH,3918.2,22,22.884,LINE_B12OMY,73.2,Clear
81844752,1/20/2020,9:51:12,Import,DE,PORT_40,CA,848190,E3W9HXB,IG7Y31F,4.39,0.1,0.118,LINE_VZIZJJ,49.2,Low Risk
27195222,1/20/2020,15:25:42,Import,CL,PORT_30,JP,50400,65FVBWQ,ZY7AMTV,65597.84,101.2,103.75,LINE_MODE_10,63.3,Clear
87740655,1/20/2020,1:24:15,Import,CN,PORT_20,TH,441299,P8TSNHG,S1N2WHR,37410800,24800,25635.76,LINE_W6UCD9,62.9,Clear
98594443,1/20/2020,19:48:43,Import,CN,PORT_80,JP,420212,1VHJG03,NSP2ZF7,14271.5,115,122.443,LINE_MODE_40,113.8,Low Risk
45395510,1/20/2020,17:11:50,Import,DE,PORT_20,SI,291411,YB3U6ZR,R3L94ST,8717,37.9,37.187,LINE_MODE_10,34.3,Clear
97588364,1/20/2020,3:36:44,Import,JP,PORT_13,LB,844332,KPQJD4O,S6T0BDW,42681,30,30.126,LINE_MODE_10,49.5,Clear
22224059,1/20/2020,2:04:59,Import,IT,PORT_40,GN,420231,EPQIDBJ,W9IQT02,1248.7,1,1.032,LINE_MODE_40,61.6,Clear
72923726,1/20/2020,9:31:26,Import,US,PORT_16,BA,940540,W70HNG8,0GS8SUL,1190.68,115.6,104.082,LINE_MODE_10,24.6,Low Risk
88262736,1/20/2020,15:01:36,Import,MX,PORT_30,FJ,852872,H3XCBC5,2OQZJ37,7383110,20300,20669.46,LINE_MODE_40,52.7,Clear
63200391,1/20/2020,10:15:51,Import,JP,PORT_40,SI,293190,AAZ42G3,7CYE3M7,209154,660,637.362,LINE_MODE_40,18.1,Clear
50395664,1/20/2020,2:31:44,Import,CN,PORT_16,NO,392690,2RF3BQ7,MB06XRW,110.4,184,175.573,LINE_W6UCD9,10.5,Clear
15742256,1/20/2020,3:46:56,Import,US,PORT_10,WS,900219,JQ0HT0Q,50FXYLG,200.32,0.4,0.383,LINE_MODE_10,19.1,Clear
13199304,1/20/2020,16:52:24,Import,JP,PORT_40,MG,847190,5FX36JK,GKIYMO3,136.17,0.3,0.31,LINE_MODE_40,63.3,Clear
71896903,1/20/2020,23:49:43,Import,VN,PORT_40,PG,621143,E9ACZ4R,0OMV69U,23310,450,454.365,LINE_MODE_10,53.1,Clear
86279377,1/20/2020,23:21:37,Import,CN,PORT_20,CR,847150,MWLFJ14,9C1ET8F,3990.6,18,25.572,LINE_MODE_10,159.5,Critical
76166736,1/20/2020,15:01:36,Import,CN,PORT_20,SV,854442,1ICKYIH,9840R0O,1291.68,43.2,51.954,LINE_MODE_10,97.9,Low Risk
62863765,1/20/2020,23:49:25,Import,KR,PORT_40,JP,330499,HHAE182,T0Q5UDF,78.43,3.1,3.189,LINE_VZIZJJ,59.6,Clear
89234371,1/20/2020,16:35:31,Import,CN,PORT_40,KR,420299,HK2V788,5TOJHA9,228.92,23.6,23.027,LINE_MODE_10,30.7,Clear
96149109,1/20/2020,9:29:09,Import,JP,PORT_20,AM,842420,CEWTZDM,6T0AJ3G,7.5,3,2.87,LINE_MODE_40,12.1,Clear
28331698,1/20/2020,19:22:58,Import,FR,PORT_40,AT,380892,LFX1QKX,5VD46T7,1969200,4000,3948.8,LINE_W6UCD9,38.2,Clear
86812598,1/20/2020,22:44:38,Import,CN,PORT_20,SD,621143,AABLSTW,4YJMNDP,1657.6,32,33.943,LINE_MODE_40,111.2,Low Risk
96641258,1/20/2020,12:55:38,Import,US,PORT_40,IR,950440,ET2GD3E,O9QXSRZ,227.4,1.5,1.511,LINE_MODE_40,45.4,Clear
46643767,1/20/2020,7:28:07,Import,IT,PORT_40,FJ,640419,PDK6PHD,FBLRME3,1071.2,4,3.911,LINE_VZIZJJ,26,Clear
41732583,1/20/2020,18:11:03,Import,CN,PORT_40,NO,630790,K09T0IL,6LV96I6,3910,1700,1648.49,LINE_MODE_40,20.7,Clear
51373060,1/20/2020,20:57:40,Import,CN,PORT_30,CA,90230,CKVOLVZ,DCYSED2,398837.66,224.9,215.049,LINE_MODE_10,17.8,Clear
47020872,1/20/2020,8:33:12,Import,JP,PORT_20,LV,392690,MZQ7M2V,7K3Z9A2,186.44,5.9,5.606,LINE_MODE_40,7.8,Clear
63424958,1/20/2020,14:10:38,Import,CN,PORT_40,JP,850152,AVKB9XU,2162JQU,662.7,47,44.988,LINE_MODE_10,18.4,Clear
42412728,1/20/2020,10:06:48,Import,VN,PORT_40,BG,482110,4UCFY75,IG7Y31F,0.55,0.5,0.511,LINE_MODE_40,55.3,Clear
16604772,1/20/2020,3:38:12,Import,US,PORT_20,GU,970200,7KGLWW5,DWNJQL8,16121.95,8.5,8.502,LINE_MODE_40,40.8,Clear
34461039,1/20/2020,15:54:39,Import,CN,PORT_20,BG,842449,HK4G0IL,HNT1N38,47382.3,1449,1547.416,LINE_MODE_10,121.8,Low Risk
95878551,1/20/2020,7:31:51,Import,TH,PORT_20,LR,940169,PAIJ315,N2VMOHG,142164,1980,1951.686,LINE_MODE_10,37.3,Clear
44821158,1/20/2020,9:07:18,Import,CN,PORT_40,BG,621149,V4VP2K5,DLOILOI,4440.4,34,32.545,LINE_MODE_40,12.4,Clear
30141533,1/20/2020,21:46:53,Import,CA,PORT_40,ZZ,220870,ARCOI2A,7TTJVAJ,14202,90,94.023,LINE_MODE_40,4.2,Clear
95085629,1/20/2020,15:24:29,Import,CN,PORT_40,AT,91011,UEJD32T,ES6KNJT,4512000,24000,23920.8,LINE_MODE_40,38.5,Clear
54810561,1/20/2020,5:45:21,Import,US,PORT_30,IL,970200,1ZNY80M,XF6D4LX,13276.9,7,7.215,LINE_MODE_10,67,Clear
44058340,1/20/2020,13:05:40,Import,CN,PORT_20,MG,382499,ZKJ3S6H,Z4SIJDK,8775,130,132.106,LINE_MODE_10,57.4,Clear
70010127,1/20/2020,23:27:27,Import,US,PORT_140,GU,731819,5ZQ2RVX,WNSRGJU,19.08,0.2,0.2,LINE_VZIZJJ,41.2,Clear
25928566,1/20/2020,0:38:46,Import,CN,PORT_20,PL,640291,8MF09QH,73XHQDI,54904.5,147,140.12,LINE_MODE_40,9.8,Clear
96671609,1/20/2020,11:57:29,Import,CN,PORT_20,EC,640690,8FNMZRE,FQKH1PD,31.6,4,4.663,LINE_MODE_40,46.5,Low Risk
31784554,1/20/2020,20:06:34,Import,KR,PORT_20,GG,740400,SN8R2AU,SFCTSZU,126319,21410,20536.472,LINE_MODE_10,19.8,Clear
24683991,1/20/2020,15:15:51,Import,CA,PORT_20,HU,220870,9QVY8XS,9AMO0W8,96573.6,612,591.008,LINE_MODE_10,24.1,Clear
96081737,1/20/2020,12:54:17,Import,CN,PORT_20,PG,392690,O15NJO1,FOVFD9M,12,20,20.854,LINE_MODE_10,74.9,Clear
46830687,1/20/2020,8:43:27,Import,CN,PORT_20,LR,640299,PWWXTS3,Q9TQJ0E,25083.2,244,248.319,LINE_MODE_10,58.4,Clear
44128417,1/20/2020,2:45:37,Import,TW,PORT_30,TT,854239,JU47NQN,0VVMNI1,6504.08,155.6,156.02,LINE_MODE_10,48.5,Clear
10104646,1/20/2020,13:06:46,Import,CN,PORT_40,FJ,732510,66B13S4,902LILY,1405300,47000,47620.4,LINE_W6UCD9,49.4,Clear
54778070,1/20/2020,23:27:50,Import,CN,PORT_40,BA,392690,RD7T82Z,CYPEK0L,4.44,7.4,7.409,LINE_MWIDNS,41.5,Clear
63661507,1/20/2020,18:37:07,Import,JP,PORT_20,UG,330410,M8XI4PR,M9T2XIX,2669.6,1,1.008,LINE_MODE_10,51.8,Clear
14424074,1/20/2020,16:25:14,Import,CN,PORT_40,GN,841899,V0UTN69,FSBBAJU,183148,2110,2409.282,LINE_MODE_40,40.8,Low Risk
86363095,1/20/2020,21:24:55,Import,CN,PORT_20,UZ,442199,H195T4M,BZCJY1G,404.8,506,601.249,LINE_MODE_10,93.3,Low Risk
30702121,1/20/2020,15:38:01,Import,CN,PORT_30,PY,430230,9RS4680,L2SX065,43251.5,23,21.866,LINE_MODE_10,14.2,Clear
97150726,1/20/2020,16:34:46,Import,JP,PORT_30,IL,330790,HK4G0IL,23RIU88,17099.91,83.7,75.36,LINE_MODE_10,24.6,Low Risk
35782391,1/20/2020,15:29:11,Import,FR,PORT_20,SD,853890,CWFUXON,SOMS4EJ,22,1.1,1.062,LINE_MODE_10,24.1,Clear
79588228,1/20/2020,7:18:28,Import,IN,PORT_40,JP,520812,LORLDOA,JERB7XJ,8540657.88,14480.6,14078.039,LINE_MODE_40,22.3,Clear
33124873,1/20/2020,3:49:13,Import,CN,PORT_40,ZZ,611595,03RR5SU,DWNJQL8,660.3,31,30.216,LINE_MODE_40,24,Clear
56502209,1/20/2020,21:47:29,Import,SG,PORT_30,ES,340213,2AUV05N,WTG8LFO,5848000,16000,16107.2,LINE_MODE_10,51.1,Clear
49964600,1/20/2020,12:23:20,Import,CN,PORT_16,SV,850440,FUUKSO0,B8OI389,584240,2680,2643.016,LINE_MODE_10,37.6,Clear
25334739,1/20/2020,4:49:39,Import,CN,PORT_40,WS,950300,XIF0SEK,D88DTE8,13540.5,22.5,25.151,LINE_MWIDNS,35.1,Low Risk
84057976,1/20/2020,9:42:16,Import,CN,PORT_20,LV,853120,8I3DP0A,CI2SCR7,668,10,9.982,LINE_MODE_10,45.5,Clear
79016541,1/20/2020,5:38:21,Import,VN,PORT_20,WS,640299,5CKN2JD,KSOU2X6,12336,120,127.958,LINE_MODE_10,120.8,Low Risk
69390068,1/20/2020,9:09:08,Import,CN,PORT_40,BG,70310,JDYKXA6,CZSPZG9,2272800,24000,22852.8,LINE_MODE_10,15.1,Clear
77820828,1/20/2020,1:41:48,Import,KR,PORT_40,AT,854720,3DDM3YG,DWNJQL8,18571.6,29,28.194,LINE_MWIDNS,22.3,Clear
95342862,1/20/2020,9:19:42,Import,CN,PORT_30,ES,392390,OGU3CW8,Z8UMH9A,203.87,107.3,107.858,LINE_MODE_10,50.1,Clear
90183500,1/20/2020,4:18:20,Import,CN,PORT_30,AT,854390,7AW5DY7,P5KJOIV,65.16,3.6,3.73,LINE_MODE_10,70.6,Clear
15210829,1/20/2020,9:17:49,Import,US,PORT_30,IL,392190,X2NKSS0,1DWRP58,4915.68,83.6,83.324,LINE_MODE_10,44.5,Clear
60710087,1/20/2020,13:26:47,Import,JP,PORT_40,GU,902290,RMIFS15,ZUOUYIY,395.76,0.8,0.961,LINE_MODE_10,97.3,Low Risk
63134808,1/20/2020,14:14:48,Import,CN,PORT_40,TH,843890,C7HHFF1,ACZQF57,589219.2,2994,2940.707,LINE_MWIDNS,28.9,Clear
49297695,1/20/2020,2:48:15,Import,IT,PORT_30,JP,940350,M5KYBBQ,7CYE3M7,26192,160,190.118,LINE_MODE_10,93.3,Low Risk
45958536,1/20/2020,7:51:36,Import,KR,PORT_40,UG,481890,XG4BSA8,WKOMNF4,3820.77,26.7,32.11,LINE_MODE_10,97.9,Low Risk
80113100,1/20/2020,6:58:20,Import,JP,PORT_40,TH,848120,HR70J0M,ZN0A109,154238.5,65,67.353,LINE_MODE_40,64.6,Clear
87142386,1/20/2020,13:49:06,Import,CN,PORT_20,IR,940540,D12LFSH,ZIEW745,61.8,6,6.259,LINE_MODE_10,75.2,Clear
24355008,1/20/2020,2:04:48,Import,CN,PORT_40,SI,732393,4CNTQM2,AGEBSW5,27900,4500,4419.9,LINE_MODE_40,28.9,Clear
94096962,1/20/2020,3:14:42,Import,CN,PORT_30,SV,620690,7JD1S2X,L69YFW4,2664.32,9.2,8.788,LINE_MODE_10,17.1,Clear
25282462,1/20/2020,14:46:22,Import,JP,PORT_40,CL,710490,5LL9KST,IYKY18A,119229.4,0.1,0.101,LINE_MODE_10,50.1,Clear
35615189,1/20/2020,15:50:29,Import,CN,PORT_40,IL,300390,AKXWXQB,Y7MWSFH,0,0,0.001,LINE_VZIZJJ,96.3,Low Risk
79017930,1/20/2020,19:25:30,Import,CN,PORT_30,NG,940520,Y1519MH,XDCRVOW,52002,180,162.317,LINE_MODE_10,23.4,Low Risk
47258409,1/20/2020,0:44:09,Import,JP,PORT_30,FJ,830250,PF01O0Y,MX95NLM,380.1,3,3.02,LINE_MODE_10,51.1,Clear
20850016,1/20/2020,3:56:16,Import,JP,PORT_40,OM,732690,CBZU3TU,PF1L1IG,360,240,234.768,LINE_MWIDNS,26.3,Clear
62432940,1/20/2020,10:29:00,Import,BG,PORT_20,LB,621149,CYBJI1O,CHDHU6S,417.92,3.2,3.828,LINE_MODE_10,95.8,Low Risk
42162053,1/20/2020,8:48:53,Import,US,PORT_40,ES,10649,HHNCOSI,PF1L1IG,12582.85,0.7,0.689,LINE_MODE_40,30.6,Clear
36879496,1/20/2020,0:34:16,Import,CN,PORT_20,AT,81190,OJN10ZO,DN4D1IF,4819500,17500,18168.5,LINE_MODE_10,71.9,Clear
78751249,1/20/2020,23:24:49,Import,JP,PORT_40,HN,901530,LPUTM8C,5AW1A4O,70603.4,74,73.016,LINE_MWIDNS,37.9,Clear
86861723,1/20/2020,11:23:23,Import,CN,PORT_20,UZ,841381,83GM6ED,9XKG8X1,236.36,7.6,8.69,LINE_MODE_10,47.2,Low Risk
39094167,1/20/2020,11:41:27,Import,CN,PORT_40,GG,482110,U0IV1NP,O3GMT68,1.1,1,0.978,LINE_MODE_10,32,Clear
88261441,1/20/2020,20:20:01,Import,VN,PORT_40,LV,870894,Q0JPPQD,F03XGJ8,92.88,0.4,0.396,LINE_W6UCD9,34.6,Clear
97870391,1/20/2020,22:09:11,Import,US,PORT_13,BA,853669,WXED4IH,QH7XJKJ,35.05,0.5,0.483,LINE_MODE_40,18.1,Clear
44382600,1/20/2020,16:30:00,Import,VN,PORT_40,GU,901839,CL9T7ZZ,A3TBSCM,740997.03,2272.3,2240.942,LINE_MODE_40,31.6,Clear
43805608,1/20/2020,23:41:28,Import,CN,PORT_40,UZ,621210,BYV1E05,DK6SW8O,1276.5,23,22.591,LINE_MODE_10,34.9,Clear
36467528,1/20/2020,20:00:08,Import,US,PORT_20,DJ,940540,9QUMA4V,AZI5L7O,9.27,0.9,0.92,LINE_MODE_10,61.3,Clear
83275223,1/20/2020,11:08:23,Import,SG,PORT_40,OM,300490,I7I7Q5S,GCPNHU7,60431.8,11,11.547,LINE_MODE_40,7.5,Clear
24071290,1/20/2020,15:08:10,Import,CN,PORT_21,SV,70690,08C46KB,9XKG8X1,2098500,15000,14868,LINE_VZIZJJ,34.9,Clear
42927796,1/20/2020,20:39:16,Import,US,PORT_40,LB,902790,W2TYO0F,7H4FQBD,731.8,2,2.213,LINE_MODE_40,32.4,Low Risk
84994901,1/20/2020,15:37:41,Import,CN,PORT_39,BA,440719,ZP1KAKE,FE9X0QG,775005.5,7789,7482.892,LINE_5V1OQR,14.8,Clear
35995753,1/20/2020,1:17:13,Import,JP,PORT_10,SI,840721,KXV3NHA,OO9SQ6H,1437418,1262,1305.791,LINE_MODE_40,63.6,Clear
