Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Clearance_Status
81113261,4/26/2021,9:23:41,Import,CN,PORT_30,PY,392690,CT4P9GH,2OQZJ37,66,110,107.877,LINE_MODE_10,34,Clear
84798407,4/26/2021,8:38:47,Import,CN,PORT_40,NO,690722,1VHJG03,VM5W6TO,375751.2,11352,10871.81,LINE_MWIDNS,12.8,Clear
89091711,4/26/2021,10:17:51,Import,CN,PORT_40,CO,620640,1H3B03J,J3MVTPD,2177.4,114,114.65,LINE_MODE_40,44.5,Clear
11227616,4/26/2021,5:42:56,Import,JP,PORT_20,MD,330499,2FSEHD9,RFLJFCH,856.64,3.2,3.13,LINE_MODE_10,32.3,Clear
63339274,4/26/2021,1:18:34,Import,IL,PORT_20,PY,902780,IP5MBWR,42VLJD6,153158.9,47,53.666,LINE_MODE_10,46.8,Low Risk
60942654,4/26/2021,16:54:54,Import,CN,PORT_40,UZ,611120,OPEXSZZ,1CN7YRL,2163814.8,1211,1222.141,LINE_MODE_10,52.8,Clear
59592774,4/26/2021,9:56:54,Import,CN,PORT_20,ID,841459,JUNN888,7PN0VA5,115469.74,1801.4,1890.029,LINE_MODE_10,13.2,Clear
29920919,4/26/2021,8:05:59,Import,CN,PORT_13,SN,691390,1E7DTR5,NNV943H,120.75,11.5,13.223,LINE_MODE_10,48.7,Low Risk
30975821,4/26/2021,10:19:41,Import,KR,PORT_20,BG,330499,FAMJADN,J0K5OMM,13606.84,76.4,87.603,LINE_MODE_10,47.9,Low Risk
36158512,4/26/2021,17:53:52,Import,US,PORT_20,CO,950790,BEF945D,S5N9EJY,304.92,12.6,12.981,LINE_MODE_10,66.6,Clear
11028541,4/26/2021,2:45:01,Import,CN,PORT_20,KH,854390,9X32ZNX,II1W4XQ,65603.45,3624.5,3772.017,LINE_MODE_10,73.6,Clear
24528472,4/26/2021,11:19:52,Import,KR,PORT_40,NO,848620,2659O1N,NZYZ967,759556940,3188,3029.238,LINE_MODE_10,13.8,Clear
62549961,4/26/2021,3:35:21,Import,US,PORT_40,NO,841231,H8JRSLI,OQY4ZUC,15471.36,7.2,7.421,LINE_MODE_10,67,Clear
82184086,4/26/2021,11:10:46,Import,CN,PORT_20,SN,71080,GGBXWKJ,1LNQ37W,14073600,48000,47673.6,LINE_MODE_10,42.2,Clear
29483223,4/26/2021,23:35:03,Import,JP,PORT_30,AM,392690,JHEHLCS,9UP4MN8,9,15,15.252,LINE_MODE_10,10.9,Low Risk
40778065,4/26/2021,4:54:25,Import,CN,PORT_20,PY,620442,H16VS28,Z64QME2,16586.35,284.5,278.44,LINE_MODE_10,32.6,Clear
33736804,4/26/2021,8:24:04,Import,CN,PORT_20,FI,761699,M2SYR5O,O9QXSRZ,5875,470,514.105,LINE_MODE_10,35.4,Low Risk
34849872,4/26/2021,3:43:12,Import,CN,PORT_20,FI,940599,RRFSILR,2FZMZJH,8495.28,248.4,236.03,LINE_MODE_10,13.8,Clear
62785249,4/26/2021,4:24:49,Import,CN,PORT_20,ID,91011,BK6UO0X,249LO7A,4512000,24000,26444.16,LINE_MODE_10,37.3,Low Risk
16496923,4/26/2021,22:56:43,Import,CN,PORT_20,UZ,620640,0KEG4YY,O9QXSRZ,171.9,9,8.997,LINE_MODE_10,46.5,Clear
48406185,4/26/2021,9:09:45,Import,DE,PORT_30,UZ,850153,SVBUEOM,WS5H41R,1912545,1550,1578.985,LINE_MODE_10,59,Clear
34913779,4/26/2021,20:20:19,Import,DE,PORT_40,ID,382200,RYMWRFL,DWNJQL8,48473,10,9.717,LINE_MWIDNS,22,Clear
41799878,4/26/2021,15:12:38,Import,JP,PORT_30,ID,340530,DQP6CXS,26RAMJV,2134.8,6,6.813,LINE_MODE_10,45.3,Low Risk
81290692,4/26/2021,6:36:52,Import,TW,PORT_20,ID,854239,02AG9EZ,RCCKEQI,522.5,12.5,13.002,LINE_MODE_10,73.2,Clear
72292154,4/26/2021,2:53:14,Import,VN,PORT_13,AM,440500,JCJJRBJ,JKN1GOM,22088399,307210,294675.832,LINE_MODE_40,13.8,Clear
89070171,4/26/2021,8:18:51,Import,DK,PORT_121,UZ,841490,AO5GKZ8,ZY7W9TR,1355.25,41.7,37.472,LINE_MODE_10,28.9,Low Risk
28983095,4/26/2021,5:11:35,Import,CN,PORT_20,PY,950691,ZKFXYUA,WRC110G,68,5,5.068,LINE_MODE_10,55.7,Clear
61346828,4/26/2021,22:55:08,Import,DE,PORT_10,MD,400520,9ZGP4GZ,TNF8RS6,33862766.3,6308.5,6133.124,LINE_MODE_10,28.3,Clear
48474154,4/26/2021,0:06:34,Import,CN,PORT_40,UZ,392119,VB3CN8C,X5KTWZ7,108486,164,157.309,LINE_VZIZJJ,13.8,Clear
55925091,4/26/2021,1:20:51,Import,CN,PORT_30,FI,510510,D8BR2J3,GGRCEVZ,6069765.9,11866.6,12052.906,LINE_MODE_40,51.1,Clear
84763713,4/26/2021,17:16:33,Import,CN,PORT_40,NO,940540,ERIQGF5,AM05MDE,412,40,38.188,LINE_W6UCD9,10.8,Clear
63666926,4/26/2021,22:11:26,Import,DE,PORT_20,MD,841459,2KO455D,3BP231J,1185.85,18.5,18.004,LINE_MODE_10,29,Clear
31258509,4/26/2021,16:19:09,Import,CN,PORT_40,KH,392690,QIB9J97,KILND1W,32.4,54,51.662,LINE_MODE_40,12.1,Clear
56947063,4/26/2021,15:05:43,Import,KR,PORT_40,BG,903180,I6ZZMA2,O9RM4M9,942,30,30.891,LINE_MODE_10,66.3,Clear
30666797,4/26/2021,6:05:17,Import,CN,PORT_20,KH,290819,AN98VHS,F5VDN98,3917600,1000,1012.7,LINE_MODE_10,55.1,Clear
99688558,4/26/2021,4:43:58,Import,DE,PORT_20,FI,870324,MXTY3TN,FHP7EI4,10608,2040,1859.582,LINE_MODE_10,15.3,Low Risk
20990160,4/26/2021,22:36:00,Import,FR,PORT_20,MD,470730,1ST6R17,26W89DR,4457376,206360,207639.432,LINE_MODE_10,50.8,Clear
84832094,4/26/2021,10:12:14,Import,CN,PORT_20,SN,392690,LASEQ2U,1LNQ37W,24.6,41,40.557,LINE_MODE_10,39.6,Clear
49215445,4/26/2021,0:37:25,Import,CN,PORT_40,MD,392690,7DH9K75,2OQZJ37,5.04,8.4,9.309,LINE_VZIZJJ,32.8,Low Risk
90224655,4/26/2021,19:24:15,Import,CN,PORT_30,MD,71080,MXTY3TN,RZM2Z77,26520000,100000,103370,LINE_MODE_10,68.9,Clear
18566003,4/26/2021,16:21:23,Import,CN,PORT_30,CO,60290,J1QD5ZU,II1W4XQ,1664950,23450,22504.965,LINE_MODE_10,20.1,Clear
26483875,4/26/2021,16:17:55,Import,US,PORT_151,AM,110412,4M32Q7F,NFDW0CI,1536107.9,4423,4527.825,LINE_B12OMY,58.3,Clear
72345894,4/26/2021,8:28:54,Import,CN,PORT_20,CO,441990,SUGJ0F8,UKCLR1K,1804,5,4.946,LINE_MODE_10,39.6,Clear
42816937,4/26/2021,22:27:37,Import,IT,PORT_20,PY,210390,8TBN34U,OHW6LLL,40824,1512,1576.562,LINE_MODE_10,74.9,Clear
32968820,4/26/2021,7:20:20,Import,CN,PORT_20,CO,842430,3B0TONJ,902LILY,706384,371,362.17,LINE_MODE_10,31,Clear
44214565,4/26/2021,19:29:25,Import,JP,PORT_30,ID,330499,7VL1F4J,V7U393R,46270.38,259.8,267.256,LINE_MODE_10,65.6,Clear
89434771,4/26/2021,16:15:31,Import,AU,PORT_20,BG,120929,1VHJG03,4VMRI9B,156965570,412850,402817.745,LINE_MODE_10,30.7,Clear
90209254,4/26/2021,21:11:34,Import,CN,PORT_30,UZ,611030,GKLIYC0,4VMRI9B,928,10,10.092,LINE_MODE_10,52.8,Clear
72524298,4/26/2021,4:26:18,Import,CN,PORT_20,AM,950300,GSPSVQN,GO1EBDS,716565.9,10711,10573.899,LINE_MODE_10,38.2,Clear
29814207,4/26/2021,9:55:27,Import,CN,PORT_20,CO,640291,40PU5SR,IU5QO7Q,4482,12,11.492,LINE_MODE_10,18.8,Clear
11684089,4/26/2021,1:38:49,Import,CN,PORT_30,ID,392690,TK9JDOT,AB6MHP2,24.6,41,39.635,LINE_MODE_10,24.7,Clear
21979939,4/26/2021,19:36:19,Import,VN,PORT_30,UZ,620113,C778XGM,6XG219Z,3196.8,9,8.925,LINE_MODE_10,41.2,Clear
33275465,4/26/2021,3:31:05,Import,CN,PORT_16,UZ,920600,F134AI7,KMTMF23,3486,60,58.722,LINE_MODE_10,32.6,Clear
22010471,4/26/2021,21:57:11,Import,CN,PORT_40,ID,850440,GQVBM58,WWPE2WI,3983.7,147,150.778,LINE_MODE_40,57.7,Clear
69222371,4/26/2021,12:22:11,Import,CA,PORT_30,PY,540219,DWOO407,ZODMB0P,24862179.63,19047.1,18584.255,LINE_MODE_10,30.7,Clear
50629359,4/26/2021,19:06:39,Import,CN,PORT_40,AM,392010,ZVA5V5Z,DDCITIZ,16852,440,393.54,LINE_MODE_10,33.5,Low Risk
21940628,4/26/2021,4:45:08,Import,CN,PORT_20,SN,870899,XP1O3V6,0HC870L,1330,190,154.196,LINE_MODE_10,37.9,Critical
38218328,4/26/2021,10:20:08,Import,CN,PORT_40,CO,853650,YG3LDQ3,PF1L1IG,44170.35,135.7,138.713,LINE_MODE_40,55.3,Clear
78564765,4/26/2021,6:32:45,Import,US,PORT_20,MD,850440,8FZKQRQ,PUR3454,1932.23,71.3,73.346,LINE_MODE_10,65.6,Clear
67331051,4/26/2021,23:00:11,Import,JP,PORT_20,KH,732690,GR4J0RB,VXIMC4A,150,100,103.57,LINE_MODE_10,70.3,Clear
66018244,4/26/2021,15:28:04,Import,CN,PORT_20,SN,540262,0XZLF6M,ZGNH4UK,952.02,24.6,23.719,LINE_MODE_10,23.1,Clear
70408570,4/26/2021,14:36:10,Import,CN,PORT_20,NO,854370,K822LFR,JW7Q62C,965.8,439,402.019,LINE_MODE_10,11.8,Low Risk
40771329,4/26/2021,6:46:09,Import,RU,PORT_20,CO,30559,4MDK34G,OE7PFGW,11338180,10900,11409.03,LINE_MODE_10,11.5,Clear
74012894,4/26/2021,20:52:14,Import,CN,PORT_40,ID,940330,OXBATPR,3NDXBVW,1069440,9600,9496.32,LINE_MODE_10,39.6,Clear
98149864,4/26/2021,0:55:04,Import,MY,PORT_40,ID,401519,OPM2CMN,FMKJOA0,555,10,9.137,LINE_MODE_10,13.6,Low Risk
90209007,4/26/2021,18:15:27,Import,KR,PORT_20,PY,720449,INOSO24,30MD25Z,73710,27300,26145.21,LINE_MODE_10,18.8,Clear
42977902,4/26/2021,10:10:22,Import,DE,PORT_20,AM,841459,6G06B3X,5ZAU5W5,1185.85,18.5,18.226,LINE_MODE_10,36.9,Clear
28262497,4/26/2021,11:33:37,Import,US,PORT_40,ID,901890,1ZNY80M,LA0M603,72767.5,325,312.878,LINE_MODE_40,16.1,Clear
36763263,4/26/2021,13:49:03,Import,CN,PORT_20,PY,842199,FKPMBX3,MLYD5UT,146125.2,114,119.554,LINE_MODE_10,109.6,Low Risk
83802614,4/26/2021,20:14:14,Import,KR,PORT_20,CO,720449,YMZGUTJ,9UP4MN8,72846,26980,27767.816,LINE_MODE_10,66,Clear
16990394,4/26/2021,1:17:14,Import,JP,PORT_30,UZ,382590,NXZGW6G,4VMRI9B,9672,1860,1932.912,LINE_MODE_10,72.6,Clear
90635026,4/26/2021,2:39:46,Import,US,PORT_20,PY,902790,Y13373T,CYZWE17,219540,600,613.92,LINE_MODE_10,62,Clear
26094438,4/26/2021,23:15:18,Import,US,PORT_40,KH,320490,F3QSFL5,73MLUZL,45023.12,0.8,0.814,LINE_MWIDNS,52,Clear
41563196,4/26/2021,20:15:56,Import,CN,PORT_30,MD,854390,RRFSILR,4VMRI9B,65603.45,3624.5,3581.731,LINE_MODE_10,38.9,Clear
82204509,4/26/2021,23:59:09,Import,TW,PORT_40,FI,853321,G5VUH5D,XI7QXH0,169.04,0.4,0.383,LINE_MODE_10,18.1,Clear
35380949,4/26/2021,6:46:29,Import,CN,PORT_30,ID,854442,V7UCNCJ,K6GNOK5,20631,690,731.345,LINE_MODE_10,116.7,Low Risk
58201867,4/26/2021,22:03:07,Import,CN,PORT_40,PY,940179,ADS1KJK,7DHR3XL,67541.4,2826,2904.28,LINE_MODE_40,59,Clear
11451072,4/26/2021,16:03:12,Import,CN,PORT_20,SN,854390,Z3CD167,6C9ZZQU,2034.44,112.4,106.802,LINE_MODE_10,13.8,Clear
72865528,4/26/2021,7:53:28,Import,US,PORT_20,ID,710692,4OE0RQ5,9UP4MN8,444.44,0.2,0.204,LINE_MODE_10,61.3,Clear
60521776,4/26/2021,15:52:16,Import,CN,PORT_110,KH,842121,ZR7VSIY,2OFZCCI,560581.7,791,789.576,LINE_MODE_10,45.5,Clear
16001844,4/26/2021,23:21:24,Import,US,PORT_40,NO,848190,TV3BCIN,8LHCOA8,171.21,3.9,3.76,LINE_MWIDNS,17.1,Clear
61889516,4/26/2021,2:27:56,Import,CN,PORT_39,KH,392690,X13QD20,MKLIOFC,301.2,502,516.156,LINE_MC8NDR,65.3,Clear
42195880,4/26/2021,11:44:40,Import,TR,PORT_20,NO,620442,OPBEBGT,WMLW2QI,5.83,0.1,0.105,LINE_MODE_10,11.2,Clear
42244880,4/26/2021,12:01:20,Import,CN,PORT_30,KH,420232,8PEWTYL,6BM86QF,6034,70,75.258,LINE_MODE_10,8.9,Low Risk
16173985,4/26/2021,18:26:25,Import,CN,PORT_30,UZ,391190,7RO6DYM,89K6WW9,247500,600,611.22,LINE_MODE_10,59,Clear
61030997,4/26/2021,16:35:17,Import,JP,PORT_20,CO,382590,6YNCBIW,M3O4128,9672,1860,1883.622,LINE_MODE_10,55.1,Clear
99918479,4/26/2021,3:51:59,Import,CN,PORT_20,NO,630790,ZF54TQ9,H3RWZG0,9704500,13000,15779.92,LINE_MODE_10,101.4,Low Risk
55278831,4/26/2021,9:49:51,Import,CN,PORT_20,UZ,850440,44A9O7H,IS1YATG,4065,150,156.855,LINE_MODE_90,6.9,Clear
82260425,4/26/2021,10:27:05,Import,CN,PORT_30,CO,920290,FALHUPE,GNZSZOS,97236,120,136.829,LINE_MODE_10,46.4,Low Risk
59505634,4/26/2021,16:24:34,Import,JP,PORT_20,NO,382590,OR72D58,FQKH1PD,9672,1860,1895.712,LINE_MODE_10,59.4,Clear
39367703,4/26/2021,22:36:23,Import,CN,PORT_40,NO,71331,FWVNMKK,5JVKX6N,5796000,20000,20194,LINE_MODE_40,47.1,Clear
74508292,4/26/2021,18:36:52,Import,CN,PORT_40,NO,71080,V0AB1K7,KILND1W,26520000,100000,104020,LINE_MODE_10,73.2,Clear
46689449,4/26/2021,16:01:29,Import,CN,PORT_40,MD,560312,W0C1VJN,L9662L9,17056,130,128.271,LINE_MODE_40,31.9,Clear
24025304,4/26/2021,21:25:44,Import,US,PORT_20,SN,470730,CT4P9GH,Y7MWSFH,2528388,117055,121058.281,LINE_MODE_10,69.3,Clear
85828316,4/26/2021,20:07:56,Import,CN,PORT_40,FI,71080,YJ1ST2K,HXN5Z29,10608000,40000,41128,LINE_VZIZJJ,59.3,Clear
94413080,4/26/2021,23:11:20,Import,CN,PORT_20,UZ,620463,TPO0FIY,E7ZK38J,552.72,8.4,9.031,LINE_MWIDNS,8.9,Low Risk
67322863,4/26/2021,9:15:43,Import,JP,PORT_30,UZ,902690,EPX4C6W,JYKJWNU,96.6,21,21.624,LINE_MODE_10,66.3,Clear
14318069,4/26/2021,11:58:29,Import,JP,PORT_40,KH,842139,JWUE36Y,XOGGBMY,754933.2,4,3.907,LINE_MODE_10,31.3,Clear
34750826,4/26/2021,17:56:26,Import,CN,PORT_40,AM,611030,H28FJ0K,RM1HRCJ,13827.2,149,152.457,LINE_MODE_40,56,Clear
25428584,4/26/2021,3:13:44,Import,KR,PORT_62,CO,848010,X9IMQQG,FKGUJT8,83360,800,900.672,LINE_MODE_10,43,Low Risk
78990736,4/26/2021,2:08:16,Import,JP,PORT_40,AM,470710,WLHJGOK,039ZX3U,1488474,190830,194303.106,LINE_MODE_40,52.7,Clear
72484614,4/26/2021,7:00:54,Import,VN,PORT_20,MD,560900,LGN9ZMM,AUJYYY2,1121670,3300,3396.36,LINE_MODE_10,66,Clear
86012725,4/26/2021,14:05:25,Import,CN,PORT_80,KH,621149,MUDP21A,41W8AHR,2115.72,16.2,16.989,LINE_W6UCD9,12.8,Clear
75649105,4/26/2021,19:18:25,Import,VN,PORT_40,MD,610910,EHRKHV3,9HWAKW1,15256.8,978,937.609,LINE_MODE_10,19.4,Clear
88789770,4/26/2021,21:49:30,Import,US,PORT_20,UZ,470730,T64FXPV,O9QXSRZ,2528388,117055,111342.716,LINE_MODE_10,14.5,Clear
78141374,4/26/2021,15:40:14,Import,KR,PORT_30,UZ,848071,LM7XBSK,ESQOH3Y,373770,900,944.28,LINE_MODE_40,7.2,Clear
33065023,4/26/2021,5:11:43,Import,VN,PORT_40,FI,420229,1ZZABG3,LCCGN19,7920,198,207.841,LINE_W6UCD9,7.5,Clear
94414115,4/26/2021,8:28:35,Import,CN,PORT_20,MD,621149,433XCG6,VQ5KRIC,1893.7,14.5,16.765,LINE_MODE_10,50.2,Low Risk
32404830,4/26/2021,11:20:30,Import,GB,PORT_40,KH,640420,1SE7169,VWF51RJ,3001,5,5.106,LINE_MWIDNS,60.7,Clear
44216737,4/26/2021,11:17:37,Import,CN,PORT_20,MD,320649,V9HHUSV,L5GONLU,920.5,5,5.214,LINE_MODE_40,68.9,Clear
55215707,4/26/2021,19:13:47,Import,CN,PORT_40,BG,392610,FDU7ROO,BLSMCWC,45496,1936,1950.907,LINE_MODE_40,45.8,Clear
55875708,4/26/2021,9:49:48,Import,JP,PORT_40,PY,392410,90481C5,9TG9HU1,71.12,50.8,52.436,LINE_MODE_40,61.9,Clear
37834177,4/26/2021,6:21:37,Import,JP,PORT_20,KH,382590,OQGTRGJ,1LNQ37W,9672,1860,1902.222,LINE_MODE_10,61.7,Clear
95378014,4/26/2021,8:57:34,Import,CH,PORT_40,SN,910111,C3DJH50,A3BTI4O,67778,2,2.096,LINE_MODE_40,103.1,Low Risk
49782486,4/26/2021,16:04:06,Import,KR,PORT_56,SN,900120,VOITGCZ,0EN5VCW,896.22,2.6,2.582,LINE_MWIDNS,42.2,Clear
51656069,4/26/2021,7:38:29,Import,IT,PORT_30,UZ,420222,0RGKDIE,Y99CSIZ,3035.24,2.6,2.335,LINE_MODE_10,29.7,Low Risk
73583425,4/26/2021,21:30:25,Import,CN,PORT_20,UZ,392690,GGBXWKJ,II1W4XQ,64.2,107,106.861,LINE_MODE_10,45.8,Clear
13085996,4/26/2021,21:55:56,Import,CN,PORT_10,AM,120799,EMNETIY,82VTTPN,20860890,28020,27689.364,LINE_MODE_40,32.9,Clear
20993359,4/26/2021,21:33:19,Import,CN,PORT_20,FI,120799,I6ZZMA2,O9QXSRZ,36852750,49500,48594.15,LINE_MODE_10,34.6,Clear
46856993,4/26/2021,4:57:53,Import,CN,PORT_40,KH,200551,BES92ZL,IS1YATG,2662335,4995,5068.426,LINE_MODE_10,56.4,Clear
84683512,4/26/2021,1:03:52,Import,LK,PORT_20,NO,190531,7JULL3K,IG7Y31F,280440,720,741.744,LINE_MODE_10,66.6,Clear
14756439,4/26/2021,14:24:39,Import,CN,PORT_20,CO,850440,RRFSILR,Q646ZXV,3737.36,1205.6,1255.874,LINE_MODE_10,74.2,Clear
94269301,4/26/2021,21:11:01,Import,CN,PORT_40,CO,950300,FWVNMKK,7N4D52P,6021,90,86.463,LINE_MODE_40,14.8,Clear
14960535,4/26/2021,16:42:15,Import,CN,PORT_30,KH,711790,VGJLOG2,FBHP7PV,74.52,3.6,3.577,LINE_MODE_10,42.5,Clear
83650318,4/26/2021,21:39:58,Import,CN,PORT_20,MD,846591,D98VLZW,012VY91,3019.69,450.7,440.424,LINE_MODE_10,31.6,Clear
84744282,4/26/2021,5:16:42,Import,CN,PORT_20,KH,854390,X1OT5NK,3EVLVZQ,65603.45,3624.5,3607.102,LINE_MODE_10,43.5,Clear
15151445,4/26/2021,21:04:05,Import,DE,PORT_20,NO,842191,TCHX8FR,GDUBT8D,110525.88,80.4,79.491,LINE_MODE_10,39.2,Clear
15475170,4/26/2021,16:39:30,Import,JP,PORT_20,KH,340530,LSKUSNM,RZM2Z77,2134.8,6,5.495,LINE_MODE_40,5.8,Low Risk
60153563,4/26/2021,0:27:23,Import,CN,PORT_20,BG,620443,IJ5V5XN,3EVLVZQ,56160,450,440.865,LINE_MODE_10,33.3,Clear
54501672,4/26/2021,22:33:12,Import,CN,PORT_30,CO,620453,35ZAYY9,87XUDNB,200,5,4.751,LINE_MODE_10,13.8,Clear
90848324,4/26/2021,19:22:44,Import,CN,PORT_16,SN,392690,NV8RLWS,ES6KNJT,26.88,44.8,45.884,LINE_MODE_10,62.7,Clear
92114617,4/26/2021,12:15:37,Import,TW,PORT_20,NO,610990,FNYO2E9,2PEA5ML,1292.5,5,5.014,LINE_MODE_10,48.5,Clear
76812742,4/26/2021,16:44:22,Import,CN,PORT_40,SN,711790,BGO7DKH,R3QV3RC,24.84,1.2,1.087,LINE_MODE_40,13.9,Low Risk
33939395,4/26/2021,1:56:35,Import,CN,PORT_30,SN,392690,DO0P6Z5,E44MM7Y,4.2,7,6.746,LINE_MODE_10,22.7,Clear
32219033,4/26/2021,18:51:53,Import,CN,PORT_30,AM,940599,VLDBBK5,4VMRI9B,8495.28,248.4,247.083,LINE_MODE_10,43.2,Clear
52487991,4/26/2021,18:35:51,Import,US,PORT_20,SN,848620,SCPKKU7,X397XR3,440475527.5,6012.3,5806.078,LINE_MODE_10,24.1,Clear
64342850,4/26/2021,12:20:50,Import,FR,PORT_20,AM,711719,LUECPT8,D4DGACC,0.18,0.1,0.101,LINE_MODE_40,48.1,Clear
42752851,4/26/2021,9:03:31,Import,MY,PORT_30,PY,940429,206WMTU,2JUMJC8,25552.77,2937.1,3041.954,LINE_MODE_10,70.3,Clear
56679847,4/26/2021,11:16:07,Import,IT,PORT_20,MD,620520,GGBXWKJ,3EVLVZQ,15.92,0.2,0.212,LINE_MODE_10,117.7,Low Risk
69071570,4/26/2021,13:52:50,Import,KR,PORT_40,KH,853950,OTS6QUK,E44MM7Y,168.74,64.9,61.733,LINE_MODE_40,8.5,Clear
32328100,4/26/2021,18:41:40,Import,JP,PORT_20,FI,382590,V27J2DT,V8ZSXP2,9672,1860,1927.332,LINE_MODE_10,70.6,Clear
17076302,4/26/2021,1:57:02,Import,CN,PORT_41,NO,842489,075SW4B,IJBSSNK,3731.2,1166,1148.743,LINE_BYQQ2F,36.9,Clear
66834405,4/26/2021,4:06:45,Import,JP,PORT_40,AM,870840,WAA8K33,S1N2WHR,8168202.6,15523,15658.05,LINE_MODE_40,46.4,Clear
34782082,4/26/2021,9:33:22,Import,CN,PORT_30,CO,852859,KYYK6X0,0SJITJ7,45799.5,57,72.825,LINE_MODE_10,57.2,Critical
82858797,4/26/2021,10:31:57,Import,KR,PORT_20,ID,847990,XKH9ZYD,SOMS4EJ,5642.5,25,25.318,LINE_MODE_10,55.1,Clear
86527543,4/26/2021,23:53:43,Import,AT,PORT_30,UZ,711719,BKMUWQZ,ONKQE2Z,0.72,0.4,0.445,LINE_MODE_10,39.6,Low Risk
29390592,4/26/2021,7:15:12,Import,CN,PORT_20,AM,732690,GHUPRPW,7LNVVA7,24000,16000,15843.2,LINE_MODE_10,40.2,Clear
38104470,4/26/2021,18:34:30,Import,JP,PORT_20,BG,293190,0BAUKJF,SNPTMTS,12676,40,40.048,LINE_MODE_10,47.5,Clear
23313678,4/26/2021,10:49:18,Import,CN,PORT_20,UZ,420329,1H3B03J,818J1DT,1194,2,1.994,LINE_MODE_40,38.8,Clear
67915067,4/26/2021,18:49:47,Import,VN,PORT_20,AM,81190,25KWOPN,64YOIM6,330.48,1.2,1.233,LINE_MODE_10,65,Clear
55205201,4/26/2021,16:42:41,Import,TW,PORT_20,KH,610990,EPX4C6W,15FJDZI,1292.5,5,5.054,LINE_MODE_10,53.8,Clear
50767017,4/26/2021,4:08:57,Import,CN,PORT_20,MD,847130,9JK9DH8,2PEA5ML,2893961.63,970.9,973.521,LINE_MODE_10,48.5,Clear
23539843,4/26/2021,3:18:43,Import,KH,PORT_20,BG,650500,1ZNY80M,PMN0COE,210.6,18,19.165,LINE_MODE_10,119.8,Low Risk
55196431,4/26/2021,21:36:31,Import,IT,PORT_20,MD,392330,3UO7AM5,1HNTTNI,41793.8,4138,4327.107,LINE_MODE_10,10.9,Clear
89728365,4/26/2021,11:32:45,Import,DE,PORT_20,NO,870323,EVVF2CA,SWXIDCI,6047513.5,1645,1692.212,LINE_MODE_10,65.6,Clear
82902035,4/26/2021,2:40:35,Import,US,PORT_30,KH,640520,FKPMBX3,HBJXEK9,530.32,1.4,1.461,LINE_MODE_10,75.5,Clear
17819331,4/26/2021,16:24:51,Import,CN,PORT_20,FI,821300,H9ZU9JB,19GARD9,16550,500,497.85,LINE_MODE_10,43.9,Clear
94975507,4/26/2021,12:57:07,Import,CN,PORT_20,AM,392690,TXTIFBM,BWRZ8F9,66,110,110.847,LINE_MODE_10,51.8,Clear
86095187,4/26/2021,12:51:47,Import,CN,PORT_20,FI,391910,5SVAPTI,REPR4IS,1641.25,131.3,118.723,LINE_MODE_10,21.4,Low Risk
36183508,4/26/2021,6:26:28,Import,CN,PORT_20,PY,847130,RRFSILR,YYB6F6Y,2893961.63,970.9,1002.163,LINE_MODE_10,67.9,Clear
81499268,4/26/2021,4:49:08,Import,CN,PORT_30,MD,392690,MGGLT8X,IWSDF6W,26.88,44.8,42.659,LINE_MODE_10,15.1,Clear
10243652,4/26/2021,9:59:32,Import,VN,PORT_20,NO,30743,VSNUSR5,1VRR8DV,28692,120,115.224,LINE_MODE_10,20.4,Clear
78420425,4/26/2021,7:47:05,Import,JP,PORT_20,SN,382590,WWV5L3T,ES6KNJT,9672,1860,1857.582,LINE_MODE_10,45.8,Clear
47912827,4/26/2021,3:59:07,Import,IN,PORT_30,SN,230400,FH5U2CT,OOYYXTL,3596163,18190,19057.663,LINE_MODE_10,12.2,Clear
86077020,4/26/2021,2:17:00,Import,US,PORT_40,KH,420299,6XC97R0,BILC8Q3,350.17,36.1,35.241,LINE_MODE_40,25,Clear
90032218,4/26/2021,6:24:58,Import,CN,PORT_30,NO,610910,EP03H9E,R5P6P4N,652.5,75,78.354,LINE_MODE_40,101,Low Risk
51229060,4/26/2021,4:57:40,Import,IT,PORT_20,UZ,640411,JVTFIKD,IJ605DY,4904.09,5.3,4.835,LINE_MODE_10,14.7,Low Risk
51556280,4/26/2021,6:31:20,Import,DE,PORT_20,SN,842420,FRGQDBW,Y1OOL1O,125,50,52.31,LINE_MODE_10,11.2,Clear
86264526,4/26/2021,21:58:06,Import,KR,PORT_20,KH,950300,R8ORGAW,0I8O1OF,6018,10,9.732,LINE_MODE_10,29,Clear
98089463,4/26/2021,14:12:23,Import,CN,PORT_20,ID,620640,708A72F,ES6KNJT,171.9,9,9.267,LINE_MODE_10,66.3,Clear
71500023,4/26/2021,14:55:03,Import,KR,PORT_20,NO,392690,CIR5FS5,EGW9NAI,6.6,11,11.547,LINE_MODE_10,13.5,Clear
72464979,4/26/2021,0:33:39,Import,CN,PORT_30,MD,580610,IGKDEXL,RFLJFCH,8030,50,45.07,LINE_MODE_10,23.7,Low Risk
78474937,4/27/2021,15:27:37,Import,JP,PORT_40,FI,392690,31G6DZ8,FLCRF0Z,3,5,5.214,LINE_MODE_40,68.9,Clear
